state,zipcode,purchases,sex,golf,travel,fashion,outdoors,technology,economic class,offer,exposure id
NM,58496,10673.18,M,0,0,1,0,0,Affluent,RedMouse,"b'\xaa\x11|\xbb\xd9\xeb{Uh\nB)\xd8\x15\xf1?R8""\x0b\xf52\xca\x91s\xd0O\x15\xbf\x1e\xd1_'"
WA,48651,10010.12,F,0,0,1,1,1,Working,BlueElephant,"b'K\xf2\xdf,Aw\xd7\x7f\x86m\xe4\xaf\x94g\xbf\x16\x96\xd5Z\xe4\x8b\xf0\x90\x1a3\x8d\x8b\x7f\xd0\xb4\x02\xda'"
NJ,33809,524.38,M,0,1,1,0,0,Middle,BlueElephant,b'R\x1f\x04d\x9d\xec^\xe7\nk\xb5\x80\xffP\x8ex\xa3u\xdd9\x08\x08\xedV\x8fNo\xec\xf0ulq'
FM,68176,10943.39,M,0,1,0,0,0,Affluent,GreenLemur,b'<\xa1\x99\x8cN\xab\xa1\x10k@*~\x9f\xec\x8b\x96\x89J\xfb\xbb\x97J\xf6\x94\x97\x10\xb6\x1e\x148D\xab'
VT,76239,5105.5,M,1,0,0,0,0,Working,BlueElephant,b'\x88\xd7\xdc\xe0\xe4?\xfa\xca\xcc-\xc6\x87K\xc82z9\xfa;\x82\x87s\x86\xc0A\x7fR\xed?\x94\xe4\xd7'
WY,61260,10967.7,F,0,0,0,0,0,Poor,BlueElephant,b'\x1e\x8en6\xcb\xe7\xcd\x8f\xca\xbd\xf6\xb2\xfcpQ\xc9:GT\x80\x98&F/\x04=\x00_\xe4P\xdaE'
GA,63324,7042.0,M,1,1,0,0,0,Destitute,RedMouse,"b'\xe3$\x89\x19n,5\x06\x95\x07\x8b""\xc6\x9a\x05\x148 \x1f\xa9\x07k\xe7q\x04=\xb1\xd5\xab\xa2\x02E'"
MS,71246,13141.11,M,0,0,0,1,0,Poor,GreenLemur,"b'\tI\xaa\x965&\xdf\xef\xd0y~\x00\x9f\xf9\xf7\xc9\xe1\xb4]\xe0,Q\x00h\xbe\xb0hZ\x18\x87\x19\x05'"
NH,38709,5401.79,M,0,1,1,0,0,Working,BlueElephant,"b""F'\x16~}Y9k:O.$\xe6\xe6b\xde\x8f\xb7\xb5XLs\x95m\xcd\xf4\xa5!\xc7\x84\xa4Q"""
FM,22938,13609.67,F,0,0,0,1,1,Affluent,PurpleBear,b'\xde\xe9\x1c\x93\x8dF\xcf\x18;\xc5\x9f%L\x90\xccR\x82\xaa^\x13 \xe67\x0b\xa1Y\n\xd7\xfa\x92\x82\x8f'
NV,45915,4796.82,M,0,1,0,0,0,Working,BlueElephant,"b'\xdb\xa6\x8f\xa0\xc0\xd5\x858""\xd2\xa98!vQ0c\xa4\xf1\xec\xb3k|\xeb\x8d\x88*\xf7\xee\x96H\x05'"
LA,59754,13788.83,M,0,0,0,0,0,Affluent,BlueElephant,"b""\xd7\xf5\x7f\x84+\xd7\x96\xf2\xcex\xca(A\x19\xd6J\x00\xbaY\xe1'}Y\xda\xe6xQN\x15\x9d\xef\xc4"""
LA,51891,9000.32,F,0,0,1,0,0,Affluent,GreenLemur,b'\xb2#l?\x8b\x012\xab\xae\xc0\xff\xa9\x1a\xd3\x17wyK(*\xdf\xd2\xe1\xdc\xde\x18e\x13\xa1\x07\xa4\x84'
MN,66029,3868.36,F,0,1,0,0,1,Affluent,PurpleBear,b'^i;\x01w\xd5\xf2\x14\x9b\x89\xc5\x024\xfc\xd1s\xe3\x87\x08\x03\xedp\xe5YK\x97\x17\xfc2\x88\x8f&'
OR,88430,13803.48,F,0,1,1,1,0,Middle,GreenLemur,b'\x99+\xa79\r\xa6\x81\x94\xb3\xf1\x92\xb5x\x97\x8e\x81U\xc8\x94Z\xbe\xf7I@\xcf\x9f\xa0\x04b\xab\xa8\x99'
AS,7671,11274.01,F,1,0,0,0,0,Destitute,PurpleBear,b'\x0f\xa5\x80\x8c\xb9\x8b\x11\xd9\x0c\xbe\x8f\xd6T\xd9n:bv\x9e\xaf!\x15\xaf\xf7+\x16\xce\x0b\xe9\xf0\xee\xe3'
KS,73400,147.77,M,0,0,0,1,1,Middle,PurpleBear,"b'O2j\x94\x9c,+\x07\x9d\xe7\xc4\xe7\xc4\x7f\xe7E#\x94\xffmjq\xae\nN3=[\xd5L\xe9\xa3'"
NH,87390,14278.58,F,0,0,0,0,1,Affluent,GreenLemur,"b'Zp0\x0f\xa2\xee9L\xd9k\x00\x9e""P!\n\xa4C=U\xc1k\x14xiS\xed\x19\xf5Ry\xa6'"
NM,49424,1905.89,F,0,0,0,0,0,Middle,RedMouse,b'<K~\xf7L= \xc6\xfes\xfdr\xe7\xdb\xa74\xfbZ\xe6S\x92\x12\xcb\xc3\x9b|\x93)\x05\xea>\x8d'
VI,65668,1763.38,F,0,1,1,0,0,Affluent,YellowSeal,b'\x1e*\xedh\xfc\xf4\xae>\x9c5\xe9G\xb2I\x90v|\x89\x13\xcb\xb3\t\x90\x0b\xdb\xdb\xba\x9e$\xf4_\xf8'
NY,90087,14034.47,F,0,0,0,1,1,Middle,PurpleBear,"b'\x9d\xcd{\xf7\xbc""\xbeDY\xb8\xaa\x95W5\x82-TJ\xad\xa0f\xe0\x14\x83v\xbd\xf4k\xbc\x02f\xfa'"
OH,70847,10261.04,M,0,1,0,1,0,Affluent,PurpleBear,b'\x9a\xac\x9b\xed\x94\xcf\x16\x1b\xd9\x03\xe86C\x88\xdcDS\x04\t\x89\x00\xd7\xb6\xd5\x81\xf51\xc9\x1c\xb5?\xf2'
SD,96641,696.85,M,1,1,0,1,0,Affluent,GreenLemur,b'\xf2\x8a\x84\xd4\xfa(b\xb1T0\xdb\xc1\xbd\xb6\xc3Zl\xa0c\xd7g1\xd7\xe0d\x9e.\xac\xe8\x95\xfc\r'
IN,76233,9264.02,F,0,1,0,0,0,Affluent,YellowSeal,b'KkvJ~\x0fp\x96\x08\xa2M\x9ee7\x17\x01aLO\xc9\xa4\xbaQ\xbb\xa7l}#;\x89\xff\xee'
OK,82672,14955.53,F,0,1,0,0,0,Working,PurpleBear,b'\xf6\xdfB\xc9\xee\xbb\x11\x18\x83t\xa2\xf9q\x00\x10\xb8\xf3\x0e\xf5\xad\xe4\xb2Y\x95\xbcU\xb5\xb919Wx'
GU,66722,7595.46,M,0,0,0,0,1,Middle,BlueElephant,b'\x8a\xdd\xdb\xe2\xda\xcc\x90\x8b\x8c_\xb6\xd0\x88\xcf\xf3\xe2\xa5ety%\xea\x82\x1d\x1ay\xa9\x8cSvw\xeb'
CA,13538,14706.75,F,0,1,1,0,0,Affluent,RedMouse,"b""\x02y2\x99\xe6\x85\x97\xb7>\x9f\x1a\xbd\xa9\xc3\xf6\xa0\xf4\x8b\xe7{\x97'(\xb9LX\xa1\x06\xb6\xb4Ft"""
IA,31106,8510.46,F,0,0,0,0,0,Poor,RedMouse,b'\xb7^\xbe\xa0\x8f\x1f\xa5\xcch\x03\x98\x8d\x17\xd5}\xb8I\x8e\x93\x90y\xc24u\x02\x8a\xbf\xbe^%\x92\x85'
WI,31593,5442.82,F,0,0,0,0,1,Affluent,PurpleBear,b'\xf1jX\xc8\xbcR\xd7/\xa1UTzz3\x19x\n\x8f\x82\xe2\xf7<\x88+\x00\xe6\xc9\xbd\r\x0c[\x8c'
MN,51969,2231.67,M,0,0,0,1,0,Working,GreenLemur,b'y\x0f\xb1\x8e\xfaR\xe4a\x01\x82\x10\x03\xea\xec\x0b\xa9\xf5\xfbR\t\xdc8\xc1x\x83(v\xf4\xb7v\xcc\n'
OH,84249,6495.76,M,0,0,0,0,0,Affluent,YellowSeal,b'\x991\x95L\x9f\xf00~)\x8e\xe99\xa85-Q\xc7\xa2~\xe8@\xbc)0n:y\x9eC\xee4J'
OK,23549,9065.63,M,0,1,0,0,0,Working,YellowSeal,b'7\x83\xc3\x99\xf4\xec\xc4O\x9f\xe3|\xab\x11_f\x15\xa1\xcd\x89q\xaa\xdd\x08\xaau\xf6\xbe\xda\xab\xd1\tX'
CT,41566,9203.58,M,0,0,0,0,0,Poor,RedMouse,b'\x08D\xdd$\x11V\xc9\xb2\xae\xed\x12tWg\xd7(\xd0L\xa2\xa6\x93zy;\xb9\xa2{\x1d\x13r\x84\xa5'
IA,98996,12635.33,M,0,1,0,0,0,Middle,YellowSeal,"b'\x98\xc7\xcb\x821\x8e\xf6\x1c\x0c\xab{n\xc9\xba\x0e\xc0\xed \xdf\x1b\xfc?\xab""i\x98\x84\xee\xf7\x96\xc1\xb0'"
IL,88604,4367.34,M,0,0,0,0,0,Affluent,PurpleBear,b'\xe9\x15\xebk\xd9\xd7\xb4\x1d\xb6\x92\xee\xc5C\xc9BV<\x07\x06T[S\xdc\xaf\x15\xdc\x8a\xcau\x84\xc9\xc7'
MD,11301,5327.23,F,0,0,0,1,0,Working,YellowSeal,"b'\x18\xee\xd0iR\x99\\\xc3\x95\xc2\x12\x91/\xa0\xf3\xc6\xc9\xed\xba\xa0\xad\xf0K\xc7\x1a""\xd1W%\xe7\xd3D'"
PA,90836,10148.11,F,0,0,0,0,0,Affluent,BlueElephant,b')\x11\xda\xc3\x90\xa1>x\xde\xaa\xa8[\x18\xa9\xb1\xf4\x95S\xdeZ9\xc8~/\xe2\x0cg\x107\xa5\xb6v'
OK,10224,2924.12,M,0,0,0,0,0,Middle,BlueElephant,b'Es\xbe\xb5\n\xfa^\x08\xcfD~\xff\x19d\x03\x9f\xf6)\xe4\x00i\xa3C\x04\xec\x01\xee31\x9cU\x1d'
VI,60379,3130.77,M,0,1,0,1,0,Poor,YellowSeal,b'}\xc6\xac+w\x92=\xe2yE\x82\x06\xad\xa9y/`DNM\xf7\x92f\x9dW\xce\xb8\x94Z;\xf3L'
PR,96620,1371.19,M,0,1,0,0,0,Working,YellowSeal,"b""W \x1d\x94\x88.0\r\xba<W\xf0\xb1N\x97\x87\x9b)\x0cMS\x86&\x08\r\x97s'9\xe1\x06M"""
RI,43669,6321.37,M,0,0,0,0,0,Poor,YellowSeal,b'\xe0\x9f\x81\x94\x05+g\x8a\r\x86\xea\x00\x11i:P\xe5]\x03$Vv\xd8\xfd\xbfdu\x8c81\xe0{'
TN,19660,14185.81,F,0,0,1,1,0,Working,PurpleBear,b'\xe5\xd8>E\xb7\xd3\xadf\x8b(\xec}\xd3\x8fcw\xb2\x9d\x80C\xb4\xd2\x1c\xb9\xb6\x12\x9e\x9fQ\xa4y\xe6'
NC,15322,8506.62,F,0,1,0,0,0,Working,BlueElephant,b'\x97\xb8\xf2tm\x08\x98\xf2du\x17\x8f&A?J\n\xd7\xce%\xa1dh\x1d\xc8\xbd\xe6\xaa\x85\x93\xce!'
AL,13027,317.23,M,0,0,0,1,0,Middle,YellowSeal,b'\x05\xc7\xa8k\x01\x19\xa5\xf3\x8cH\xba.\xf2#n\xd2\xd7x9\x9a\xb5\xdb\x87%K\xc2\xa6+]\x88r\xc2'
DE,48549,12195.93,F,0,0,0,0,1,Affluent,RedMouse,b'\x07q{n\x85\x16\x1a)\xcbti`\x90\xb0 \xb5\xcc1\xc1\x1d\x12\x12?\xdf\xdc\xec>V\x07\xf8 <'
RI,47937,13835.7,M,0,0,0,0,1,Poor,GreenLemur,b'\xe4f\xf8\x864[7k\xa2\x1fs\xf5\xd1^/{\xcd\xd1\xa0+\x8d\xf9\x9a\xa0+~\xb4H\x93\x97\xf9}'
AK,14847,1604.15,M,0,0,1,0,0,Working,BlueElephant,b'\xef\xaf\x99\xd4B#\xbe\xa29\xf4\x91h2\xff\x03\xa8\xffN\x10K\x11_c\x90\xbb\xc0\xcc\xde\xccF\xb4{'
KS,32919,8526.67,M,0,1,0,0,0,Middle,PurpleBear,b'>h\x9c\xf7~\x8e\xc9\xe0\x8cY\x9cH\x88\x82\x80\xdc\x12\x01\xbbq\x08\x8a\xfdnw\x8de\xfd\x94bTO'
TN,85266,7825.34,M,0,0,0,1,1,Affluent,RedMouse,b'q\x9eWP|\xc2\xbe\xbbs\xee\xd8orA D\x1cq\xf7eB\xc8\xa2\xa2\xa5\xbal\x96\xd8pED'
VT,84195,7769.61,M,0,0,0,0,0,Affluent,BlueElephant,b'Z@P\xa2{\xbfg\xb2X\x01Uy~/)g\xfd\xf4r\x10\t\x9a^\xe3\xc7\xc2:R\xd0\x89\xc6\xc1'
KS,76807,3138.62,M,0,0,0,0,0,Middle,BlueElephant,"b's\xf0\xc2\xd0\x05\xc7\xa5\x9b=\x1c\xb1i\r\xb9y\x93Y\x85\xf0>,\xe9\xde\xa7\x86\xa5\x16\t\xdb\x9aq\xfe'"
FL,38382,3463.07,F,0,0,0,1,0,Working,PurpleBear,b'q\x81\x15\xc5?r\xa7\xeb\xfd\xce\x9fxw\xc2\xfb\x83\xf2#(\xea\xbd\xb6&pDR\x11*\x91\xb4\xca{'
GU,57871,467.51,F,0,0,1,0,0,Working,RedMouse,"b'3\xd9j{\xf7\xf8\x11""(\x11\xca\xd8B`\xce\xad6\x989\x86Q\x04\xf9\x900n\xc7;\xf1P-\xa7'"
NM,64450,3957.27,F,0,0,0,0,0,Middle,YellowSeal,b'\r\xa5\x87*\xceJ\xbd\xbdA\x8c:\xbd\x0bA\xfae\x17\xa88\x836\x00\\.\xa4\xd3\x87fL\r\x83\xb2'
NC,62178,1021.25,F,0,0,0,1,0,Affluent,GreenLemur,b'\x86r\xc6\xe5\xd8\x02\xe3\xf4\xcdj\xca_q%\x14bx*\xb7&\xc3\xda9o \xfaU\x0b]\x88\xfa4'
VI,80144,3005.49,F,0,0,0,0,0,Middle,RedMouse,b'\x11\x92\xbc\xd1\xef\xce9\xd2>\x15\xc9\xbb\xbf\x81\xe5\xe9\xa2\xd7A\x81sk\xeej\xa5\xae\\J\x92N\xbd\xf8'
AZ,39540,12651.8,F,0,0,0,0,0,Middle,BlueElephant,"b""\x1d\x86\xf9j$\t\x00\xeb~\x11b\xc3]l\x9f\x1dF\xf4\x86\x0c\xdc\x8c\x84\x93\x83\xd1\x8bX\xf76'\t"""
MS,27612,1054.01,F,0,1,1,1,0,Middle,PurpleBear,b'\x8f|O\x11\xcf\xdfoC~\xaa;t^+6L8{\xdaiZ\xf1\xee\xce\xed\x98q\x15j\x99\xec\\'
AS,75830,4590.59,F,0,0,0,0,0,Affluent,RedMouse,"b'""9\x9f\xd3YUP\x1cFi\xdf\x00<\x01\xc3t,\xf3\x01\x8au\xe1\xcc\xc2\xe1\x7f\xba\xd7\x9e\xa7\xe0\x01'"
AR,43684,3949.56,F,0,0,0,0,0,Poor,RedMouse,b'\xe8\xbb\x19/qU2\x95\x1d\xfe\x8a\xd7Z\x8ee+\xfeS\x9c\xa9\xea\x08d\xbe\xdd\xfc\x8dxI\x1f0\xb2'
AK,44912,4279.09,M,0,1,0,0,0,Affluent,YellowSeal,b'\xad\x01\xact\x0e\x96G\xed\n\x94}\x06(A:v\xff\xc3P+\xc84\xb8\xd9%2\x96\x80\xf2e\xde\xba'
MD,51268,12657.48,F,0,1,0,1,0,Affluent,YellowSeal,b'@\x81\xae\xa1\x00c\\\x07\xde\x8dK\x05\xdc\xd6\xef\xb8\xd2#F\xe3\xba-\x1d_\xb6\x19\xf4c\xb9\xfdW6'
VA,13347,6413.07,M,0,1,0,0,1,Affluent,YellowSeal,b'fs\xcc\x14\xae^\xb0\x97V\xb6\xbd\x9e\xd8\x13f\x85\x17\x08N&\xf8\xd5\x1d<6\xce\x88y\xb0uIp'
IN,61957,1097.96,F,0,1,0,0,0,Affluent,YellowSeal,b'\xbc=\xf1*\xfe\xf0T\xa1\x04\xdf\x19:H\x8a0mp\xf2j[\xd0\xda\xfb\x1f+\xf4\xc1\xf6S\xdcQ4'
AS,32959,903.15,M,0,1,0,0,0,Middle,PurpleBear,b'\x9bE\x03?9@^\xaa\xbb\xd0\xd0A/\x861C\x85\xf8\x94v\xd6-\x1a:\t\x1d\x14\r&\xf0\\\xaf'
AL,63257,12009.41,M,0,0,0,0,0,Poor,RedMouse,b'\x80!\x98\xd1\xfcKsin\x89\xe0\xbc\x1e\x8cv\xa7\xb7\x96\xe8*\xceT\xb7\xa5\x15\xf2\xc9a\x8b\x86\xf1V'
AR,67287,13442.72,F,0,1,0,0,0,Working,RedMouse,"b'\x01&C\x8f\x99YX{}V\x9a\xb8W\x7fB\xc7\xdf\x9a,\xaa&\xf3\xa2f\xda\xe9\x056\xb1\xb5\xe8\xa2'"
TX,39499,4896.39,F,0,1,1,0,0,Affluent,PurpleBear,"b'R\xcd\x1e\xa7#[\xa6C\x98O \x1b\xa2\xf7\x8d!\xaf4\xc7\x81C[\x02\xac\x05\xeb""\xb8}a|\n'"
AS,67106,13749.69,M,0,0,1,0,0,Middle,YellowSeal,b'\x06\xef>PbbA\xa6\x92\x91\x81\xc29\x1f\xdf\x99\xfc\xfc\xc8\x07\xaas\xe1\xee\xd8j@\xd4\xfc\x84\\\xdb'
ID,38607,2655.33,M,0,0,1,0,0,Poor,PurpleBear,b'\xa6\x9bA\x16\\\xbb\xc1\xc7\x00\x99|\xef\x80c\x92\xb6qd\xc0^K\x85\xbb@\xd6\t\xb2\x04\x85\x00\xb8\x9a'
GA,73104,919.45,M,1,0,0,0,1,Affluent,GreenLemur,b'\x94\x8f\x98 \xedv1f\xc4\xe1z@j\xbe\xd5Y\xd9s\xa4\x1b\x8d\x809]W\x06\x11S\xc2\xc7\\\xfc'
CA,24911,14971.96,M,0,0,0,0,1,Middle,BlueElephant,b'\x04\x9e\xb4\xd62\xf7G>\xa2\xa25}\xeb\xa5\x05\x9e\xff\x08\xe4\xa4\x0e\xc2\xeb\x1f\xbdT<0t\xaa\xdc>'
GU,53374,10873.72,M,0,1,1,0,0,Poor,RedMouse,b':\xb10\xe1O\xf7x$\x19h\xb7\n\rB\xdd\xfe\xd8\x88*vaJ\x1d__\x01\xdb\xa5\xa5\x9b($'
AR,33427,6066.66,M,0,0,0,0,0,Working,RedMouse,b'/D\xd0\xa2\xee]8\x12\xcc\x9f\xa0\x0b\x0c`\x1b\xe2<\x81\xdf\xbb\x135\x80\xc3$4\xbf\xd8*o=V'
WV,85029,13056.17,F,0,0,0,0,0,Affluent,BlueElephant,b'~\x8a \xab\x96:m\xc5\xe1\xf3Y\x87(\x8eyC\x07\x06k\xf4\xae\x89K\x9d\xef4V\xb6\x9e\xcfcI'
WY,57505,5794.17,M,0,0,0,0,0,Working,YellowSeal,"b""W\x83\xa0\x91\x1e \xa5\x86\xe9\xae1\xa1\xe8\x0b'M\xc8&$\x1a\x02\x85\xb5\xfd\x08\x95uxlC\xe6["""
ND,47519,10244.87,M,0,1,0,0,0,Working,YellowSeal,"b'(\x06Z\x1d<\x8dv\xc3.\xd6\xa3f""\xf1\x9fG\x17x\x9bA}x7\x19\xdew\xa9\x1f\x05Y\x88\xf8'"
WY,8759,2217.59,M,1,1,0,1,0,Affluent,GreenLemur,b'Q\xaa\xe9\x1fd\xbe2\x9e\xc7\x16`Is\x974g\x08j\xf1t\x95\xeb\x02\xfa\x855\xe9\xc5\x13\x95&\x94'
NY,77548,13804.48,M,0,0,0,1,0,Middle,PurpleBear,"b""\xfd\x90{\xfb\xd1'\xc6X\x0c\x05JH\xb9\xb5@\x03y\x95\x07b\x03&\x08Q!e\x8b\x1f\x9c\x1a\x01r"""
MP,69470,9368.66,M,0,1,0,0,0,Middle,GreenLemur,b'\xd3f\xa3\x8b\xb6\xccl#\xe0\xc5\xf1\xd9\xc2\xcd\xda(\xbcv\xee\xcf\xf3\xf9\x83\x98\x010z\x0b\x92\x06`\xef'
HI,65537,5463.53,M,0,1,0,0,0,Working,BlueElephant,b'\xdb\xee\xb6\n\x87\xa0\xe1\xe4\xa4i_\xb5\x8a*T\xb4\xbf.\xa3Z\xfaT\x9fV>Kd\x80\x92p\xe7.'
IN,73740,12056.74,M,1,0,0,0,0,Working,RedMouse,b'\xfb\xaf\x93\x11po\xb2O\xe45Un\xa5\x13\x1b\x04\x00N\x9fh.]\xb2?\xa3\xf36\xe2\xb5\x81\x83]'
KS,27605,2585.2,F,0,0,1,0,0,Destitute,GreenLemur,b'\xedm%Q]\xb9Y\xe2\xf0!\x19\xdd\xba\xf6|3\x1d\x8c\x13h\x05F\x12\x00\x15\xb0J\xacOV\x0b\x8c'
MN,23864,5656.56,F,1,1,1,1,0,Affluent,PurpleBear,"b'\xb79\x9f\x03\x02\x83\x1ecF8Y\x1ad\xe2\xe6woO\x14\xb4,\x9f\xc9H\xb7\x07\x03\xce\x109d\x81'"
KS,50447,14134.22,M,0,0,1,1,0,Working,RedMouse,b'\x82\x91\x0c\xbe\xca\xe4\xa4\t$\xdd\xda\xab\xd3R\x02\x8cna\xf6\x84+\xd7q!\xb9EI\xd64\xe8\x17('
NM,57514,12420.29,F,0,1,0,0,0,Working,BlueElephant,"b'#H\x8f\xc4\xca\xfc\x85\x0b\xa7\x0b\xef\xa1\x08\xf0\xa5\xaeQ"":\r\xa6\xdd\xc8]\xa8\x1b-\xberb\xcd\x9e'"
ND,13155,689.89,F,0,0,0,0,0,Middle,RedMouse,"b'\xaa\x00Y\\o\x81\xf9\x9fy\xd4\x13\xccEp0\xd0O\x90\x03\xdf\xf0J\xb5&\x01\x1b\xda\xaa\x95"">='"
VI,19068,3433.94,F,0,1,0,1,1,Working,BlueElephant,"b'\xd2\xe9F,\xd4(s9j\xcb\xca\xd2\xf0\x8c.~1k\xe0\xdfeX\xaa\xd7|\xf0\xf5\xa1\x82 r\x17'"
MT,85024,10239.99,M,0,1,0,0,0,Middle,GreenLemur,"b'v\xe4\r=+\xc3\x9f\xd1|\xc7\x1e4\xb4P\xe9r\x01\xf8u\xf4\x94#>\x08\xd3,\xd5\xcf\x98\xe2\xf8\x1c'"
AS,87012,4543.74,F,0,1,1,0,0,Working,BlueElephant,b'9S\xcbR\xc5\xdd\xab\x96\rz+\x1f\xd0\xc1\xe4\x167f\xa5c\xb8mE?\x98:\x87\x9f\xfc\x89\x826'
NJ,45112,3830.05,F,0,1,1,1,0,Working,GreenLemur,b'K\xd3^]\x00\x17\xc28\xf4\x18\x11Q\x1d\xef\xda\x0e\xa7\x114\xb6\xe7\x9dVf\x00\x03\x94i\xb4\x06?\xe2'
ID,83265,1680.51,M,0,0,1,0,0,Poor,PurpleBear,b'\xdc\\\xf4*zGb\x9dJ\x1dF\xaaF\n\x9fw\xa6\x00\xde\x93\x041M\xedu\xe3\x04\xd3\xd9\x142\x8a'
ID,26407,10951.0,M,0,0,0,0,0,Affluent,GreenLemur,b'WF\xe7\xa7\x8a\rn\xe7y\x03\xdbUF\xf1\xaf4\x8b\x1b\x0eXB\x8fr\xb7\xa1\xc6\xe4\xa6m~\x9b\x01'
ID,63325,10919.73,M,0,1,0,0,0,Working,PurpleBear,b'\x01\xeb\x1f\xd8\x87\xc9\xce\xbb$\x04\xda\x8c\x88\xf3\xd9\x02\x9d\xb7=\x90JAD\x0b\xda_\x8c\xe7\x97^6\xf0'
RI,10757,9185.36,F,0,0,0,0,0,Affluent,BlueElephant,b'\x9e\xab\x1cs\xdfh)#\xcc\x1e\x9d~\x7f0\x1aA[\xfbO\n)\xa3B\x95-{\xbd\xc5\xf7/\r\xe7'
DC,54047,10174.12,M,0,0,0,0,0,Affluent,RedMouse,b'\xdb\x9b\xf3\xceV\xf7\xebETw\x0e\x8c)`\xd6\x9c\x01\xeb\xd2\xa59\x98\x13\xf4S\xf9\x1d/d\xe1\x1c\x88'
MN,44676,7356.23,F,0,1,0,1,0,Affluent,YellowSeal,"b'\xd0\xa4\xfbzs]\t\x1b\xe2\xb4o\x05\x14\x03w\xca\x17""\xc6+k\xe7E\xd3\xa3m\x8d\xde\xdf{c\xae'"
FL,99811,11967.84,M,0,1,0,1,0,Destitute,BlueElephant,"b'\xacr\xa9\xec""\xb3\x00\\\xfd\x99\x15\xc3A/2\x17\xcbC\x89\xdc\xd4\xcbg\xbd\x15h\x98bjs\t\xbc'"
MD,20992,12799.18,M,0,0,1,1,1,Affluent,BlueElephant,"b'z\xf9\x1c,\xa2\x14\x06\xbb\x94\x9f\xebgy\x94\xacu\xdf)<\xac\xbc\xbf\x91\xfb`\xaeb\xd9\x87S\xc9F'"
SD,65168,102.92,M,1,1,0,0,0,Poor,PurpleBear,b'\xcb?\x9d\xd4]\x06&\xefoo\xbf\xb4\x93z LaNm\xf7\x82\r\x07\x8es\xff\xfc\xe1\x91\x92j\xc6'
IA,96697,4612.52,M,0,0,0,1,0,Affluent,YellowSeal,"b'k\xd6\xe0|\xe4G\xf3\xce^\x06h\xd0\xbe^\xe25D\xd6Q\xed\x00\x8d\xfe\xdc<.\x08\xc3\x11\x13r""'"
VT,26827,7142.1,F,0,0,1,0,0,Working,RedMouse,b'Y\xbf\xa0\xd4#\x11H\xe6\xe5^6\x84:M~\xe1QI\xf8\x15\x96\x16\x97\x14\xf5\x1c\xfd\xbd9\xdb\xb0\xd3'
OH,83244,7880.5,M,0,0,0,1,0,Poor,PurpleBear,"b'\xcc\x97\xcd\x93\xcc\x04\xca5\xa9\x7f\x0b\xdf\x1a\x17M\xfe\x11\xadA\xa0Q\xae\x1f\x0b\\\x90\xb9K]R,q'"
ID,15702,4456.33,M,0,0,0,0,0,Affluent,BlueElephant,b'\x16 d\x04\xb0\xbc3\xa0\xf9\xb4\xa8\xe3\xeaG\xc1\x92\xbb\xecU\xe0\xec\x03o\xa5\xc6z\x84\xa3\x9775\xf1'
RI,60602,4307.26,F,0,0,0,1,1,Affluent,BlueElephant,b'\x1dm\xd9\xd5\x04\xfa\xdf\x84\xe3\x11\xe5!\xa4\xfa\xfc$\xab\xd9\xe5\xae\xe3\x8f\x1c_/\x9d;\x9e\xc4n\x98\xa4'
OR,80241,10932.78,M,0,1,1,1,0,Middle,YellowSeal,b'\x89\xa6W\xe4\xe0\xb8\x95\x14+|\xe4\x9b{\x16sVD\x1dl$\x89\x87\xde\x04`\xc2\x0b\xf0\xea\xa4v\xf5'
CO,3921,7783.79,M,0,0,0,1,0,Middle,YellowSeal,b'\xc5\xdco\xc7?\x83~)\x10\xcf\xbe<8\xeb\xb9~\xc1\x18\xa4\xb5\xe6\xe2Vx05\xde\xc1\x1c~\xc4\x1c'
MH,63229,10638.91,F,0,0,0,1,0,Middle,BlueElephant,b'\xe5\xf9@\xb9\xc5$\xd1\n\xf8\x9f\xd9p\x9a\xbf\xf8>\x15ke\x95MB\xb5\xb8\xd3\xe7/O\xfe\x19\xc0\x82'
FL,41643,872.63,M,1,1,0,0,0,Middle,YellowSeal,b'\xc3E\xea\xabno>\xa7\xc7Mf\x18\x13\xb0|\xc6Jr\x9cg\x9cG[\x05\xfb\xf0)\xbe\x0c\xadE\x82'
IN,71623,6828.56,F,0,0,0,0,0,Working,YellowSeal,"b'\x8f^\xf4\x16\xb4\x0fm\xc2%QV\xce>s\x98*\x03\xbbt\xae\x1a\xe3W,T\rOU \x1e\x88\xf5'"
AZ,25239,1689.42,M,0,0,1,0,0,Affluent,RedMouse,b'{\xfdPBz=\x96\x88\xa9W\x1e\xbc\x16Cau\xc9\xd2f\x98\x14\xc5\xdf\xe2\xf6Z\xa0\xb0 \xd3h\xca'
PR,10055,13574.27,M,0,1,1,0,0,Middle,PurpleBear,b'\xcf.\x90cg\x96n\\\x00\xc8\xf4_\x8d\xf8s\xfaB\xc0$\x12wF\x85\xf9C\x99Q+\xcc\xed\xd4\x1d'
NC,84296,10324.89,M,0,0,1,0,0,Middle,GreenLemur,b'\x85\x93\x1bQZ\x80#\x99\x7f\xaa\xdcN\x80\x828\xa2\xc4=\xa1\x9f\xde\xff\x84\x96\xee9v\xa9\xc5\xc8\x1c8'
